0,0,0,0,0
2.26757e-05,313.396,469.997,626.483,853.814
4.53515e-05,626.483,938.955,1250.51,1701.39
6.80272e-05,938.955,1405.84,1869.61,2536.55
9.07029e-05,1250.51,1869.61,2481.38,3353.17
0.000113379,1560.83,2329.26,3083.39,4145.31
0.000136054,1869.61,2783.75,3673.3,4907.18
0.00015873,2176.57,3232.1,4248.77,5633.2
0.000181406,2481.38,3673.3,4807.55,6318.08
0.000204082,2783.75,4106.38,5347.44,6956.83
0.000226757,3083.39,4530.38,5866.32,7544.76
0.000249433,3380.01,4944.37,6362.16,8077.59
0.000272109,3673.3,5347.44,6833,8551.43
0.000294785,3962.98,5738.68,7276.99,8962.81
0.00031746,4248.77,6117.24,7692.4,9308.74
0.000340136,4530.38,6482.28,8077.59,9586.68
0.000362812,4807.55,6833,8431.04,9794.6
0.000385488,5079.99,7168.61,8751.37,9931
0.000408163,5347.44,7488.38,9037.32,9994.86
0.000430839,5609.63,7791.59,9287.77,9985.73
0.000453515,5866.32,8077.59,9501.72,9903.67
0.00047619,6117.24,8345.73,9678.35,9749.28
0.000498866,6362.16,8595.43,9816.95,9523.69
0.000521542,6600.82,8826.13,9916.99,9228.54
0.000544218,6833,9037.32,9978.06,8865.99
0.000566893,7058.46,9228.54,9999.94,8438.7
0.000589569,7276.99,9399.36,9982.52,7949.77
0.000612245,7488.38,9549.41,9925.89,7402.78
0.000634921,7692.4,9678.35,9830.27,6801.73
0.000657596,7888.87,9785.9,9696.02,6151
0.000680272,8077.59,9871.82,9523.69,5455.35
0.000702948,8258.37,9935.92,9313.93,4719.86
0.000725624,8431.04,9978.06,9067.59,3949.89
0.000748299,8595.43,9998.15,8785.62,3151.08
0.000770975,8751.37,9996.14,8469.14,2329.26
0.000793651,8898.72,9972.04,8119.38,1490.42
0.000816327,9037.32,9925.89,7737.73,640.702
0.000839002,9167.05,9857.81,7325.67,-213.698
0.000861678,9287.77,9767.94,6884.84,-1066.54
0.000884354,9399.36,9656.49,6416.96,-1911.59
0.000907029,9501.72,9523.69,5923.86,-2742.68
0.000929705,9594.75,9369.84,5407.5,-3553.73
0.000952381,9678.35,9195.28,4869.89,-4338.84
0.000975057,9752.44,9000.4,4313.15,-5092.25
0.000997732,9816.95,8785.62,3739.46,-5808.48
0.00102041,9871.82,8551.43,3151.08,-6482.28
0.00104308,9916.99,8298.33,2550.32,-7108.75
0.00106576,9952.41,8026.9,1939.55,-7683.29
0.00108844,9978.06,7737.73,1321.15,-8201.72
0.00111111,9993.91,7431.45,697.565,-8660.25
0.00113379,9999.94,7108.75,71.2373,-9055.54
0.00115646,9996.14,6770.33,-555.37,-9384.68
0.00117914,9982.52,6416.96,-1179.8,-9645.29
0.00120181,9959.1,6049.4,-1799.59,-9835.46
0.00122449,9925.89,5668.46,-2412.31,-9953.79
0.00124717,9882.94,5275.01,-3015.55,-9999.43
0.00126984,9830.27,4869.89,-3606.95,-9972.04
0.00129252,9767.94,4454.01,-4184.17,-9871.82
0.00131519,9696.02,4028.28,-4744.96,-9699.5
0.00133787,9614.58,3593.65,-5287.1,-9456.34
0.00136054,9523.69,3151.08,-5808.48,-9144.13
0.00138322,9423.44,2701.55,-6307.03,-8765.13
0.0014059,9313.93,2246.04,-6780.81,-8322.11
